id,platform_id,asset,is_otc,amount,direction,entry_time,exit_time,entry_balance,exit_balance,result,profit,status,expiration,timeframe,model_votes,indicator_votes,wm_confidence,resolved_by,created_at
52,13628238945,GBPUSD-OTC,1,10.0,call,2026-02-19T06:51:40.671962,2026-02-19T06:57:00.414378,90800.1,90800.1,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.8871099100578468,,2026-02-19 06:51:40
51,13628227583,EURJPY-OTC,1,10.0,call,2026-02-19T06:43:14.776596,2026-02-19T06:48:14.960664,90810.1,90810.1,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": null, ""sma"": ""call"", ""stochastic"": null, ""trend"": ""call""}",0.9080031925939178,,2026-02-19 06:43:14
50,13628221087,GBPUSD-OTC,1,20.0,call,2026-02-19T06:38:12.532148,2026-02-19T06:43:12.702173,90820.1,90820.1,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": ""call"", ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.9941104432790503,,2026-02-19 06:38:12
49,13628213060,EURJPY-OTC,1,10.0,call,2026-02-19T06:32:03.939976,2026-02-19T06:37:04.111778,90821.6,90840.1,win,18.5,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": null, ""sma"": ""call"", ""stochastic"": null, ""trend"": ""call""}",0.9051891943158774,,2026-02-19 06:32:03
48,13628205676,EURUSD-OTC,1,7.0,call,2026-02-19T06:26:39.182645,2026-02-19T06:32:00.503466,90831.6,90831.6,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.8879577889925134,,2026-02-19 06:26:39
47,13628193117,GBPUSD-OTC,1,10.0,call,2026-02-19T06:18:13.484103,2026-02-19T06:23:13.660363,90820.1,90838.6,win,18.5,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.8760608072857414,,2026-02-19 06:18:13
46,13628185492,EURUSD-OTC,1,7.0,call,2026-02-19T06:13:11.306103,2026-02-19T06:18:11.466548,90817.15,90830.1,win,12.950000000011642,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.87869854555142,,2026-02-19 06:13:11
45,13628176062,EURUSD-OTC,1,14.0,call,2026-02-19T06:06:41.085356,2026-02-19T06:12:00.457455,90798.25,90824.15,win,25.89999999999418,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.9632620003159565,,2026-02-19 06:06:41
44,13628166317,GBPUSD-OTC,1,20.0,call,2026-02-19T05:59:24.369167,2026-02-19T06:04:24.544728,90775.25,90812.25,win,37.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": ""call"", ""sma"": null, ""stochastic"": ""call"", ""trend"": ""put""}",0.9884540779553205,,2026-02-19 05:59:24
43,13628158260,EURUSD-OTC,1,7.0,call,2026-02-19T05:53:12.196134,2026-02-19T05:58:12.376359,90795.25,90795.25,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": ""put"", ""trend"": ""call""}",0.7965271827753225,,2026-02-19 05:53:12
42,13628148996,EURJPY-OTC,1,10.0,call,2026-02-19T05:47:05.072018,2026-02-19T05:52:05.242581,90783.75,90802.25,win,18.5,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.7530445479674717,,2026-02-19 05:47:05
41,13628141738,GBPUSD-OTC,1,10.0,call,2026-02-19T05:42:02.767871,2026-02-19T05:47:02.944701,90793.75,90793.75,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": ""call"", ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.7911362435155033,,2026-02-19 05:42:02
40,13628133396,EURUSD-OTC,1,7.0,call,2026-02-19T05:36:39.905822,2026-02-19T05:42:00.615636,90790.8,90803.75,win,12.94999999999709,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.8818491990241092,,2026-02-19 05:36:39
39,13628123592,GBPUSD-OTC,1,10.0,call,2026-02-19T05:30:31.670161,2026-02-19T05:35:31.850729,90797.8,90797.8,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": ""call"", ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.7896719669367873,,2026-02-19 05:30:31
38,13628110382,EURJPY-OTC,1,20.0,call,2026-02-19T05:22:05.066232,2026-02-19T05:27:05.240771,90770.8,90807.8,win,37.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": ""call"", ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.9970402691799513,,2026-02-19 05:22:05
37,13628103286,GBPUSD-OTC,1,10.0,call,2026-02-19T05:17:02.794630,2026-02-19T05:22:02.979628,90790.8,90790.8,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""put"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": ""call"", ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.789648982754423,,2026-02-19 05:17:02
36,13628094663,EURUSD-OTC,1,14.0,call,2026-02-19T05:11:36.541469,2026-02-19T05:17:00.517969,90774.9,90800.8,win,25.90000000000873,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": ""call"", ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.9808158264075489,,2026-02-19 05:11:36
35,13628084685,GBPUSD-OTC,1,10.0,call,2026-02-19T05:05:25.209000,2026-02-19T05:10:25.415636,90788.9,90788.9,draw,0.0,closed,5,900,"{""lstm"": ""put"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": ""call"", ""sma"": null, ""stochastic"": ""call"", ""trend"": ""put""}",0.9081098155523558,,2026-02-19 05:05:25
34,13628072199,EURUSD-OTC,1,14.0,call,2026-02-19T04:58:07.482624,2026-02-19T05:03:07.668267,90773.0,90798.9,win,25.89999999999418,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.961971316742119,,2026-02-19 04:58:07
33,13628061717,EURUSD-OTC,1,14.0,call,2026-02-19T04:51:35.651600,2026-02-19T04:57:00.540993,90787.0,90787.0,draw,0.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""call""}",0.961971316742119,,2026-02-19 04:51:35
32,13628049350,EURUSD-OTC,1,10.0,call,2026-02-19T04:43:15.575829,2026-02-19T04:48:15.752539,90782.5,90801.0,win,18.5,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""put""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": ""call"", ""stochastic"": null, ""trend"": ""call""}",0.9902908689243176,,2026-02-19 04:43:15
31,13628039341,EURUSD-OTC,1,20.0,call,2026-02-19T04:37:07.803934,2026-02-19T04:42:07.972680,90755.5,90792.5,win,37.0,closed,5,900,"{""lstm"": ""call"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": null, ""momentum"": ""put"", ""roc"": null, ""rsi"": null, ""sma"": ""call"", ""stochastic"": null, ""trend"": ""call""}",0.9939695489841038,,2026-02-19 04:37:07
30,13628029048,EURJPY-OTC,1,10.0,call,2026-02-19T04:31:02.509781,2026-02-19T04:36:02.685826,90775.5,90775.5,draw,0.0,closed,5,900,"{""lstm"": ""put"", ""rf"": ""call"", ""xgb"": ""call""}","{""bollinger"": null, ""ema"": null, ""macd"": ""call"", ""momentum"": ""call"", ""roc"": null, ""rsi"": null, ""sma"": null, ""stochastic"": null, ""trend"": ""put""}",0.8546102843896521,,2026-02-19 04:31:02
